Employee ID,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,Customer S.,Communication,Leadership D.,Project M.,Technical S.
1451,25-Oct-22,Communication Skills,Internal,Completed,Teresaberg,George Swanson,2,387.11,NO,YES,NO,NO,NO
1452,04-Sep-22,Technical Skills,Internal,Passed,Suarezfort,George Swanson,4,320.38,NO,NO,NO,NO,YES
1453,05-Apr-23,Technical Skills,Internal,Passed,Pearsonfort,Bryan Sanchez,2,294.55,NO,NO,NO,NO,YES
1454,14-Dec-22,Customer Service,External,Completed,South Anthonystad,Bryan Sanchez,1,832.86,YES,NO,NO,NO,NO
1455,15-May-23,Leadership Development,Internal,Passed,Wallacemouth,Bryan Sanchez,5,223.34,NO,NO,YES,NO,NO
1456,30-Sep-22,Customer Service,External,Incomplete,Lake Olivia,Bryan Sanchez,3,456.95,YES,NO,NO,NO,NO
1457,11-May-23,Project Management,External,Passed,Jameston,Bryan Sanchez,5,988.47,NO,NO,NO,YES,NO
1458,22-May-23,Technical Skills,External,Incomplete,Graymouth,Bryan Sanchez,1,429.49,NO,NO,NO,NO,YES
1459,18-Oct-22,Project Management,Internal,Failed,Michelleview,Bryan Sanchez,3,798.97,NO,NO,NO,YES,NO
1460,06-Mar-23,Customer Service,Internal,Incomplete,Michelleshire,Bryan Sanchez,2,864.22,YES,NO,NO,NO,NO
1461,01-Jun-23,Communication Skills,Internal,Passed,West Jessicamouth,Bryan Sanchez,1,302.52,NO,YES,NO,NO,NO
1462,02-Feb-23,Leadership Development,External,Completed,East Sarahstad,Bryan Sanchez,4,152.66,NO,NO,YES,NO,NO
1463,14-Apr-23,Customer Service,Internal,Completed,Lake Stephaniefort,Bryan Sanchez,2,399.05,YES,NO,NO,NO,NO
1464,25-Jun-23,Customer Service,Internal,Completed,Navarrochester,Bryan Sanchez,2,791.74,YES,NO,NO,NO,NO
1465,06-Dec-22,Leadership Development,External,Incomplete,New Jordan,Bryan Sanchez,4,770.23,NO,NO,YES,NO,NO
1466,16-Dec-22,Project Management,External,Completed,Johnsontown,Bryan Sanchez,3,746.05,NO,NO,NO,YES,NO
1467,13-Jan-23,Technical Skills,External,Completed,East Danielside,Bryan Sanchez,2,177.66,NO,NO,NO,NO,YES
1468,10-Apr-23,Leadership Development,Internal,Passed,Sharonfort,Bryan Sanchez,5,429.38,NO,NO,YES,NO,NO
1469,25-Aug-22,Leadership Development,External,Incomplete,Sharonstad,Bryan Sanchez,3,867.59,NO,NO,YES,NO,NO
1470,17-Apr-23,Communication Skills,Internal,Failed,Lisaport,Bryan Sanchez,5,502.65,NO,YES,NO,NO,NO
1471,06-Mar-23,Technical Skills,Internal,Completed,South Johnchester,Bryan Sanchez,3,488.68,NO,NO,NO,NO,YES
1472,11-Apr-23,Project Management,Internal,Passed,Mistybury,Bryan Sanchez,3,416.76,NO,NO,NO,YES,NO
1473,11-Feb-23,Leadership Development,External,Passed,Mackenziemouth,Bryan Sanchez,4,336.08,NO,NO,YES,NO,NO
1474,19-Feb-23,Project Management,External,Failed,Lake Kelliton,Bryan Sanchez,1,798.37,NO,NO,NO,YES,NO
1475,04-Nov-22,Technical Skills,Internal,Passed,Lake Veronica,Bryan Sanchez,3,499.48,NO,NO,NO,NO,YES
1476,08-Mar-23,Technical Skills,External,Completed,Shelbyside,Bryan Sanchez,2,615.32,NO,NO,NO,NO,YES
1477,12-Mar-23,Technical Skills,External,Failed,Reyesview,Leonard Miller,5,410.36,NO,NO,NO,NO,YES
1478,03-Aug-23,Leadership Development,External,Failed,North Ryan,Glenn Jensen,5,453.86,NO,NO,YES,NO,NO
1479,23-Jan-23,Project Management,Internal,Failed,South Joseton,Nathaniel Blevins,1,975.27,NO,NO,NO,YES,NO
1480,18-Apr-23,Leadership Development,External,Failed,Lake Meghan,Thomas Allen DDS,2,946.81,NO,NO,YES,NO,NO
1481,16-May-23,Communication Skills,Internal,Completed,Cooperview,Thomas Allen DDS,5,142.57,NO,YES,NO,NO,NO
1482,13-Oct-22,Customer Service,Internal,Completed,Johnview,Thomas Allen DDS,5,186.57,YES,NO,NO,NO,NO
1483,22-Aug-22,Communication Skills,Internal,Incomplete,Melissabury,Thomas Allen DDS,4,168.71,NO,YES,NO,NO,NO
1484,29-Jul-23,Communication Skills,Internal,Incomplete,North Georgeburgh,Thomas Allen DDS,1,473.77,NO,YES,NO,NO,NO
1485,02-Jul-23,Leadership Development,External,Completed,East John,Thomas Allen DDS,5,654.35,NO,NO,YES,NO,NO
1486,30-May-23,Customer Service,Internal,Incomplete,East April,Thomas Allen DDS,2,176.63,YES,NO,NO,NO,NO
1487,08-Aug-22,Customer Service,External,Failed,West Yvette,Thomas Allen DDS,3,385.82,YES,NO,NO,NO,NO
1488,23-Jul-23,Technical Skills,Internal,Incomplete,Boydfurt,Thomas Allen DDS,5,428.44,NO,NO,NO,NO,YES
1489,01-Oct-22,Leadership Development,External,Completed,Rogersshire,Thomas Allen DDS,5,112.64,NO,NO,YES,NO,NO
1490,23-Jul-23,Communication Skills,Internal,Incomplete,North Randalltown,Thomas Allen DDS,4,849.95,NO,YES,NO,NO,NO
1491,10-Aug-22,Technical Skills,External,Failed,West Ana,Thomas Allen DDS,5,187.65,NO,NO,NO,NO,YES
1492,25-Dec-22,Customer Service,Internal,Failed,Lynchstad,Thomas Allen DDS,1,285.56,YES,NO,NO,NO,NO
1493,09-Oct-22,Communication Skills,Internal,Incomplete,Lake Sharihaven,Bonnie Ross,3,793.43,NO,YES,NO,NO,NO
1494,01-Feb-23,Customer Service,External,Passed,Williamsborough,Diana Johnson,5,978.89,YES,NO,NO,NO,NO
1495,25-Feb-23,Customer Service,Internal,Completed,Lake Lesliehaven,Angela Norman,4,993.66,YES,NO,NO,NO,NO
1496,07-Sep-22,Customer Service,External,Completed,North Anthony,Jose Bell,3,768.55,YES,NO,NO,NO,NO
1497,23-Aug-22,Technical Skills,External,Completed,New Mark,Jeanette Kirby,3,140.78,NO,NO,NO,NO,YES
1498,05-Aug-23,Project Management,Internal,Passed,Lake Jacobborough,John Garza,3,598.07,NO,NO,NO,YES,NO
1499,18-Jan-23,Customer Service,External,Incomplete,Port Josephmouth,Pamela Fuentes,5,543.52,YES,NO,NO,NO,NO
1500,12-Jan-23,Technical Skills,Internal,Passed,New Kathrynchester,Pamela Fuentes,2,916.73,NO,NO,NO,NO,YES
1501,29-Jul-23,Customer Service,Internal,Completed,Valenzuelaland,Pamela Fuentes,2,491.99,YES,NO,NO,NO,NO
1502,08-Mar-23,Technical Skills,Internal,Failed,Garciabury,Pamela Fuentes,4,245,NO,NO,NO,NO,YES
1503,09-Dec-22,Communication Skills,Internal,Failed,Martinmouth,Pamela Fuentes,3,574.9,NO,YES,NO,NO,NO
1504,20-Jun-23,Technical Skills,Internal,Failed,Veronicabury,Pamela Fuentes,4,684.08,NO,NO,NO,NO,YES
1505,08-May-23,Leadership Development,Internal,Passed,Jessicaside,Pamela Fuentes,2,204.1,NO,NO,YES,NO,NO
1506,01-Nov-22,Leadership Development,External,Failed,Riceland,Pamela Fuentes,1,789.33,NO,NO,YES,NO,NO
1507,21-Sep-22,Technical Skills,Internal,Completed,Pughland,Pamela Fuentes,3,812.13,NO,NO,NO,NO,YES
1508,12-May-23,Customer Service,Internal,Passed,Angelafurt,Pamela Fuentes,2,675.02,YES,NO,NO,NO,NO
1509,29-Jun-23,Project Management,Internal,Incomplete,New Darren,Pamela Fuentes,4,343.07,NO,NO,NO,YES,NO
1510,13-Oct-22,Technical Skills,External,Incomplete,Lake Jamesport,Pamela Fuentes,5,986.78,NO,NO,NO,NO,YES
1511,25-Aug-22,Leadership Development,Internal,Failed,Kevinmouth,Pamela Fuentes,5,511.15,NO,NO,YES,NO,NO
1512,28-May-23,Project Management,External,Failed,Taylorland,Pamela Fuentes,5,305.09,NO,NO,NO,YES,NO
1513,10-Nov-22,Technical Skills,External,Failed,Jeffburgh,Jon Braun,4,746.57,NO,NO,NO,NO,YES
1514,01-Dec-22,Leadership Development,Internal,Failed,Gardnertown,Cindy Horn,5,434.39,NO,NO,YES,NO,NO
1515,03-Apr-23,Communication Skills,Internal,Completed,Franktown,Kristopher Turner,3,765.84,NO,YES,NO,NO,NO
1516,18-Nov-22,Communication Skills,Internal,Failed,North Brandonshire,Kristopher Turner,3,457.4,NO,YES,NO,NO,NO
1517,12-Jan-23,Customer Service,External,Passed,Parkerland,Kristopher Turner,3,615.84,YES,NO,NO,NO,NO
1518,08-Dec-22,Customer Service,Internal,Completed,South Kevin,Kristopher Turner,2,803.79,YES,NO,NO,NO,NO
1519,23-Sep-22,Leadership Development,External,Completed,Brookefort,Kristopher Turner,2,586.89,NO,NO,YES,NO,NO
1520,11-Oct-22,Communication Skills,Internal,Failed,Rachelmouth,Kristopher Turner,5,104.48,NO,YES,NO,NO,NO
1521,02-Jun-23,Project Management,Internal,Passed,Thomasmouth,Kristopher Turner,1,877.41,NO,NO,NO,YES,NO
1522,17-May-23,Technical Skills,External,Incomplete,Hayesport,Kristopher Turner,3,791.99,NO,NO,NO,NO,YES
1523,11-Dec-22,Technical Skills,External,Incomplete,South Veronica,Kristopher Turner,2,660.4,NO,NO,NO,NO,YES
1524,01-May-23,Communication Skills,Internal,Completed,Johnsonfurt,Kristopher Turner,2,928.81,NO,YES,NO,NO,NO
1525,10-Dec-22,Technical Skills,Internal,Incomplete,Davisview,Kristopher Turner,4,347.29,NO,NO,NO,NO,YES
1526,26-May-23,Leadership Development,Internal,Completed,New Richardhaven,Kristopher Turner,3,190.51,NO,NO,YES,NO,NO
1527,03-Jun-23,Customer Service,External,Incomplete,Stacyton,Kristopher Turner,3,206.53,YES,NO,NO,NO,NO
1528,10-Dec-22,Communication Skills,Internal,Incomplete,Lake Amy,Kristopher Turner,1,639.93,NO,YES,NO,NO,NO
1529,14-Apr-23,Communication Skills,Internal,Incomplete,North Susan,Kristopher Turner,5,304.06,NO,YES,NO,NO,NO
1530,06-Jun-23,Project Management,External,Passed,Adamsmouth,Kristopher Turner,4,261.13,NO,NO,NO,YES,NO
1531,18-Jul-23,Leadership Development,Internal,Passed,North Andrewport,Kristopher Turner,4,404.06,NO,NO,YES,NO,NO
1532,11-Aug-22,Technical Skills,External,Completed,Brianshire,Kristopher Turner,5,746.17,NO,NO,NO,NO,YES
1533,24-Dec-22,Leadership Development,External,Passed,Allenside,Kristen Mills,2,278.33,NO,NO,YES,NO,NO
1534,27-Oct-22,Project Management,External,Failed,Port Jake,Kristen Mills,1,857.19,NO,NO,NO,YES,NO
1535,09-Oct-22,Customer Service,Internal,Failed,Rhondaport,Kristen Mills,3,442.86,YES,NO,NO,NO,NO
1536,27-Jan-23,Communication Skills,Internal,Passed,Josephshire,Kristen Mills,4,382,NO,YES,NO,NO,NO
1537,29-Jul-23,Communication Skills,Internal,Incomplete,Lake Kyle,Kristen Mills,2,430.09,NO,YES,NO,NO,NO
1538,21-Oct-22,Leadership Development,External,Failed,South Michaelmouth,Kristen Mills,3,854.47,NO,NO,YES,NO,NO
1539,20-Dec-22,Communication Skills,Internal,Passed,Brentberg,Kristen Mills,5,899.57,NO,YES,NO,NO,NO
1540,27-Oct-22,Communication Skills,Internal,Incomplete,Rochaton,Kristen Mills,1,686.34,NO,YES,NO,NO,NO
1541,17-Feb-23,Communication Skills,Internal,Passed,Lake Rebecca,Kristen Mills,4,770.12,NO,YES,NO,NO,NO
1542,07-Oct-22,Leadership Development,External,Incomplete,Jamiechester,Kristen Mills,4,180.73,NO,NO,YES,NO,NO
1543,01-May-23,Technical Skills,Internal,Incomplete,Port Codyshire,Kristen Mills,2,734.87,NO,NO,NO,NO,YES
1544,23-Oct-22,Communication Skills,Internal,Passed,Burkeport,Kristen Mills,3,811.24,NO,YES,NO,NO,NO
1545,05-Feb-23,Leadership Development,Internal,Passed,East Kathleenstad,Kristen Mills,3,566,NO,NO,YES,NO,NO
1546,26-Feb-23,Project Management,External,Incomplete,East Guyview,Kristen Mills,5,638.92,NO,NO,NO,YES,NO
1547,04-Apr-23,Leadership Development,Internal,Incomplete,North Patricia,Kristen Mills,3,340.07,NO,NO,YES,NO,NO
1548,12-Apr-23,Communication Skills,Internal,Passed,North Nicholasberg,Kristen Mills,4,206.75,NO,YES,NO,NO,NO
1549,04-Jun-23,Project Management,External,Completed,North Paulbury,Kristen Mills,1,759.56,NO,NO,NO,YES,NO
1550,09-Nov-22,Customer Service,External,Failed,Sarahville,Sarah Blake,3,354.19,YES,NO,NO,NO,NO
1551,22-Aug-22,Project Management,External,Incomplete,Kimberlyshire,Sarah Blake,4,791.44,NO,NO,NO,YES,NO
1552,28-Sep-22,Leadership Development,External,Passed,Hendersonbury,Sarah Blake,4,616.86,NO,NO,YES,NO,NO
1553,19-Mar-23,Leadership Development,External,Completed,Chenshire,Sarah Blake,3,528.55,NO,NO,YES,NO,NO
1554,17-Sep-22,Project Management,Internal,Completed,North Taraview,Sarah Blake,2,892.06,NO,NO,NO,YES,NO
1555,26-Feb-23,Technical Skills,External,Passed,New Jamesport,Sarah Blake,5,757.78,NO,NO,NO,NO,YES
1556,10-Jun-23,Communication Skills,Internal,Completed,Justinmouth,Kristen Mills,1,337.94,NO,YES,NO,NO,NO
1557,06-Jun-23,Customer Service,External,Incomplete,Nicholasfurt,Sarah Blake,5,256.57,YES,NO,NO,NO,NO
1558,25-Sep-22,Leadership Development,External,Passed,Alvarezland,Sarah Blake,2,839.12,NO,NO,YES,NO,NO
1559,08-Apr-23,Project Management,External,Passed,East Kimberly,Sarah Blake,1,281.94,NO,NO,NO,YES,NO
1560,05-Jul-23,Technical Skills,External,Completed,Careyberg,Allen Spencer,2,821.41,NO,NO,NO,NO,YES
1561,19-Oct-22,Leadership Development,Internal,Incomplete,Lake Jenniferside,Allen Spencer,3,924.06,NO,NO,YES,NO,NO
1562,24-Dec-22,Leadership Development,Internal,Passed,Thompsonmouth,Allen Spencer,2,578.66,NO,NO,YES,NO,NO
1563,09-Dec-22,Leadership Development,External,Incomplete,Grantton,Allen Spencer,3,721.86,NO,NO,YES,NO,NO
1564,20-Apr-23,Communication Skills,Internal,Completed,Mannton,Kristen Mills,4,430.3,NO,YES,NO,NO,NO
1565,03-Dec-22,Customer Service,Internal,Completed,New Taylorhaven,Allen Spencer,3,337.52,YES,NO,NO,NO,NO
1566,05-May-23,Communication Skills,Internal,Failed,East Matthew,Kristen Mills,1,692.71,NO,YES,NO,NO,NO
1567,13-May-23,Project Management,External,Failed,Nicoleborough,Allen Spencer,1,177.99,NO,NO,NO,YES,NO
1568,07-Apr-23,Communication Skills,External,Incomplete,Riddleland,Allen Spencer,5,586.71,NO,YES,NO,NO,NO
1569,20-Mar-23,Customer Service,Internal,Completed,West Patrickmouth,Allen Spencer,2,771.98,YES,NO,NO,NO,NO
1570,28-Mar-23,Project Management,Internal,Passed,West Chelseastad,Allen Spencer,4,121.88,NO,NO,NO,YES,NO
1571,15-Mar-23,Project Management,External,Completed,Hillstad,Allen Spencer,2,379.68,NO,NO,NO,YES,NO
1572,08-Oct-22,Customer Service,Internal,Completed,Adammouth,Allen Spencer,2,738.65,YES,NO,NO,NO,NO
1573,15-Dec-22,Technical Skills,External,Incomplete,Khanberg,Allen Spencer,2,159.42,NO,NO,NO,NO,YES
1574,23-Jun-23,Communication Skills,External,Passed,South Andrew,Allen Spencer,1,689.76,NO,YES,NO,NO,NO
1575,14-Apr-23,Leadership Development,Internal,Incomplete,Torresbury,Allen Spencer,5,981.36,NO,NO,YES,NO,NO
1576,06-Jul-23,Communication Skills,External,Completed,Jessicaview,Allen Spencer,4,104.34,NO,YES,NO,NO,NO
1577,26-Oct-22,Customer Service,External,Failed,Lake Billy,Katherine Ward,5,413.08,YES,NO,NO,NO,NO
1578,29-Dec-22,Technical Skills,External,Incomplete,Lake Susanmouth,Katherine Ward,1,856.71,NO,NO,NO,NO,YES
1579,20-Oct-22,Communication Skills,External,Passed,Port Stevenside,Katherine Ward,5,322.3,NO,YES,NO,NO,NO
1580,29-Mar-23,Project Management,Internal,Passed,Garciafurt,Katherine Ward,3,527.93,NO,NO,NO,YES,NO
1581,10-Jan-23,Project Management,External,Failed,Port Kellyside,Katherine Ward,2,480.2,NO,NO,NO,YES,NO
1582,01-Nov-22,Leadership Development,Internal,Completed,West Adam,Katherine Ward,5,323.79,NO,NO,YES,NO,NO
1583,18-Jun-23,Leadership Development,External,Failed,East Ronniehaven,Katherine Ward,3,184.66,NO,NO,YES,NO,NO
1584,10-May-23,Leadership Development,External,Passed,South Kristaborough,Katherine Ward,4,265.22,NO,NO,YES,NO,NO
1585,06-Feb-23,Technical Skills,External,Incomplete,Kellybury,Katherine Ward,5,843.28,NO,NO,NO,NO,YES
1586,06-Dec-22,Communication Skills,External,Passed,North Megan,Katherine Ward,3,643.9,NO,YES,NO,NO,NO
1587,10-Mar-23,Customer Service,Internal,Completed,Alvarezshire,Katherine Ward,4,876.73,YES,NO,NO,NO,NO
1588,08-Nov-22,Leadership Development,Internal,Failed,East Douglasport,Katherine Ward,1,293.85,NO,NO,YES,NO,NO
1589,22-Oct-22,Project Management,Internal,Incomplete,Port Ronnie,Katherine Ward,4,328.06,NO,NO,NO,YES,NO
1590,16-Mar-23,Leadership Development,Internal,Failed,Sarahbury,Katherine Ward,2,187.35,NO,NO,YES,NO,NO
1591,09-Jun-23,Leadership Development,Internal,Passed,Port Linda,Katherine Ward,5,340.01,NO,NO,YES,NO,NO
1592,20-Jun-23,Communication Skills,External,Incomplete,Leblancville,Donald Rogers,1,590.82,NO,YES,NO,NO,NO
1593,08-May-23,Leadership Development,External,Failed,Debbiemouth,Pamela Sharp,1,321.08,NO,NO,YES,NO,NO
1594,04-Apr-23,Communication Skills,External,Failed,New Tinafurt,Pamela Sharp,1,684.45,NO,YES,NO,NO,NO
1595,07-May-23,Leadership Development,External,Passed,Gallagherstad,Pamela Sharp,4,571.48,NO,NO,YES,NO,NO
1596,03-Feb-23,Project Management,Internal,Incomplete,Franklinstad,Pamela Sharp,4,683.34,NO,NO,NO,YES,NO
1597,07-Jul-23,Customer Service,Internal,Incomplete,Lake Charles,Pamela Sharp,2,865.57,YES,NO,NO,NO,NO
1598,17-Jun-23,Technical Skills,Internal,Incomplete,New Jenniferburgh,Pamela Sharp,2,130.29,NO,NO,NO,NO,YES
1599,17-May-23,Leadership Development,External,Passed,Shawnport,Pamela Sharp,2,848.72,NO,NO,YES,NO,NO
1600,15-Aug-22,Project Management,Internal,Passed,Jorgemouth,Pamela Sharp,5,851.93,NO,NO,NO,YES,NO
1601,20-May-23,Technical Skills,Internal,Incomplete,New Shannontown,Pamela Sharp,4,381.09,NO,NO,NO,NO,YES
1602,23-Apr-23,Project Management,External,Incomplete,Munozborough,Pamela Sharp,4,175.5,NO,NO,NO,YES,NO
1603,11-Mar-23,Communication Skills,External,Completed,Port Sabrinaton,Pamela Sharp,2,784.15,NO,YES,NO,NO,NO
1604,08-Feb-23,Communication Skills,External,Passed,New Ashley,Pamela Sharp,3,999.97,NO,YES,NO,NO,NO
1605,08-Apr-23,Customer Service,Internal,Passed,Beckerside,Pamela Sharp,5,878.65,YES,NO,NO,NO,NO
1606,26-Sep-22,Project Management,Internal,Completed,Petermouth,Teresa Dickerson PhD,5,937.89,NO,NO,NO,YES,NO
1607,30-Nov-22,Customer Service,External,Completed,West Jamesshire,Pamela Stevens,3,961.1,YES,NO,NO,NO,NO
1608,06-Nov-22,Customer Service,Internal,Incomplete,North Stephenfurt,Lynn Duncan,1,820.96,YES,NO,NO,NO,NO
1609,22-Apr-23,Project Management,Internal,Failed,New Jennifer,Lynn Duncan,3,455.52,NO,NO,NO,YES,NO
1610,29-Mar-23,Communication Skills,External,Completed,North Erin,Lynn Duncan,4,815.24,NO,YES,NO,NO,NO
1611,01-Oct-22,Leadership Development,External,Failed,North Debra,Lynn Duncan,5,534.82,NO,NO,YES,NO,NO
1612,25-Jan-23,Technical Skills,External,Incomplete,Lake Brentbury,Lynn Duncan,4,522.79,NO,NO,NO,NO,YES
1613,28-Jan-23,Leadership Development,Internal,Completed,Lake Charlesberg,Lynn Duncan,1,868.8,NO,NO,YES,NO,NO
1614,22-Jul-23,Communication Skills,External,Passed,Kennethstad,Lynn Duncan,1,808.85,NO,YES,NO,NO,NO
1615,31-Aug-22,Technical Skills,Internal,Passed,Marystad,Lynn Duncan,1,874.1,NO,NO,NO,NO,YES
1616,18-Jul-23,Leadership Development,External,Completed,Michelleborough,Lynn Duncan,2,206.73,NO,NO,YES,NO,NO
1617,06-Feb-23,Leadership Development,Internal,Completed,New Hannah,Lynn Duncan,3,586.5,NO,NO,YES,NO,NO
1618,24-Apr-23,Leadership Development,Internal,Passed,East Stephenfurt,Lynn Duncan,2,779.69,NO,NO,YES,NO,NO
1619,07-Nov-22,Technical Skills,Internal,Incomplete,Port Courtneymouth,Lynn Duncan,4,506.99,NO,NO,NO,NO,YES
1620,18-Jan-23,Project Management,External,Completed,Bakerberg,Lynn Duncan,5,986.14,NO,NO,NO,YES,NO
1621,03-Oct-22,Technical Skills,Internal,Completed,Pattersonmouth,Lynn Duncan,2,264.74,NO,NO,NO,NO,YES
1622,17-Dec-22,Communication Skills,External,Passed,Port Jonathanburgh,Lynn Duncan,4,344.06,NO,YES,NO,NO,NO
1623,26-Nov-22,Project Management,Internal,Passed,Lloydfurt,Lynn Duncan,3,232.5,NO,NO,NO,YES,NO
1624,21-Apr-23,Customer Service,Internal,Failed,Katherineland,Lynn Duncan,1,953.68,YES,NO,NO,NO,NO
1625,15-Nov-22,Project Management,External,Passed,East Danielport,Lynn Duncan,5,101.56,NO,NO,NO,YES,NO
1626,05-May-23,Project Management,Internal,Failed,Austinville,Lynn Duncan,3,624.8,NO,NO,NO,YES,NO
1627,05-Dec-22,Project Management,Internal,Completed,South Emmaport,Lynn Duncan,5,943.93,NO,NO,NO,YES,NO
1628,20-May-23,Customer Service,Internal,Completed,Port Nicholasburgh,Lynn Duncan,1,781.52,YES,NO,NO,NO,NO
1629,18-Jul-23,Leadership Development,Internal,Failed,East Kevinstad,Lynn Duncan,2,615.28,NO,NO,YES,NO,NO
1630,26-Mar-23,Customer Service,External,Incomplete,South Matthew,Lynn Duncan,4,779.26,YES,NO,NO,NO,NO
1631,14-Jan-23,Customer Service,External,Incomplete,Larryshire,Marissa Mcintyre,1,464.49,YES,NO,NO,NO,NO
1632,26-Mar-23,Leadership Development,External,Completed,Deniseshire,Marissa Mcintyre,4,196.31,NO,NO,YES,NO,NO
1633,09-Oct-22,Project Management,External,Passed,East Allison,Marissa Mcintyre,3,300.12,NO,NO,NO,YES,NO
1634,26-Mar-23,Communication Skills,External,Failed,Donnaport,Marissa Mcintyre,3,895.42,NO,YES,NO,NO,NO
1635,15-May-23,Leadership Development,External,Completed,Port Mark,Marissa Mcintyre,3,619.86,NO,NO,YES,NO,NO
1636,31-Aug-22,Technical Skills,External,Completed,South Sarah,Marissa Mcintyre,1,943.84,NO,NO,NO,NO,YES
1637,04-Oct-22,Customer Service,External,Failed,Onealshire,Marissa Mcintyre,5,556.33,YES,NO,NO,NO,NO
1638,27-Dec-22,Customer Service,External,Completed,North James,Marissa Mcintyre,4,274.97,YES,NO,NO,NO,NO
1639,21-Jan-23,Communication Skills,External,Completed,West Tonyfurt,Marissa Mcintyre,5,359.87,NO,YES,NO,NO,NO
1640,01-Feb-23,Communication Skills,External,Completed,Port Heather,Marissa Mcintyre,1,881.51,NO,YES,NO,NO,NO
1641,22-Dec-22,Project Management,External,Passed,Tylermouth,Marissa Mcintyre,5,879.86,NO,NO,NO,YES,NO
1642,18-Jul-23,Customer Service,External,Passed,Lake Andrea,Marissa Mcintyre,3,226.92,YES,NO,NO,NO,NO
1643,13-Jul-23,Technical Skills,External,Completed,Farleychester,Marissa Mcintyre,3,674.14,NO,NO,NO,NO,YES
1644,13-Dec-22,Customer Service,External,Failed,East Victoria,Marissa Mcintyre,4,383.95,YES,NO,NO,NO,NO
1645,12-Aug-22,Technical Skills,External,Completed,New Jeffrey,Marissa Mcintyre,1,122.81,NO,NO,NO,NO,YES
1646,07-Aug-22,Customer Service,Internal,Completed,North Robertville,Marissa Mcintyre,5,380.22,YES,NO,NO,NO,NO
1647,15-Sep-22,Communication Skills,External,Passed,Lancemouth,Marissa Mcintyre,5,719.1,NO,YES,NO,NO,NO
1648,11-Jan-23,Project Management,External,Passed,West Dawntown,Kevin Palmer,1,699.81,NO,NO,NO,YES,NO
1649,24-Nov-22,Leadership Development,Internal,Passed,New David,Lisa Kennedy MD,5,452.38,NO,NO,YES,NO,NO
1650,08-Oct-22,Leadership Development,Internal,Completed,Robertfort,Angela Lewis,3,727.36,NO,NO,YES,NO,NO
1651,20-Dec-22,Customer Service,Internal,Passed,Danieltown,Angela Lewis,5,595.83,YES,NO,NO,NO,NO
1652,09-Dec-22,Leadership Development,Internal,Completed,Pageport,Angela Lewis,4,740.51,NO,NO,YES,NO,NO
1653,24-Jul-23,Technical Skills,External,Incomplete,Jasonport,Angela Lewis,1,886.01,NO,NO,NO,NO,YES
1654,01-May-23,Technical Skills,External,Failed,Michaelshire,Angela Lewis,2,641.09,NO,NO,NO,NO,YES
1655,15-Jun-23,Communication Skills,External,Completed,Garciafurt,Angela Lewis,5,780.94,NO,YES,NO,NO,NO
1656,19-Mar-23,Leadership Development,Internal,Completed,North Amanda,Angela Lewis,3,132.75,NO,NO,YES,NO,NO
1657,01-Oct-22,Technical Skills,Internal,Passed,South Danny,Angela Lewis,1,838.52,NO,NO,NO,NO,YES
1658,06-Jun-23,Project Management,External,Failed,Morrisburgh,Angela Lewis,4,474.23,NO,NO,NO,YES,NO
1659,23-May-23,Leadership Development,Internal,Incomplete,Briggsport,Angela Lewis,1,579.06,NO,NO,YES,NO,NO
1660,25-Jul-23,Communication Skills,External,Failed,Lake Angela,Angela Lewis,5,698.82,NO,YES,NO,NO,NO
1661,20-Jul-23,Technical Skills,Internal,Failed,New Nathan,Angela Lewis,5,633.36,NO,NO,NO,NO,YES
1662,18-Feb-23,Technical Skills,Internal,Failed,Wilsonborough,Angela Lewis,3,241.19,NO,NO,NO,NO,YES
1663,13-Jul-23,Communication Skills,External,Passed,New Elizabeth,Angela Lewis,5,271.37,NO,YES,NO,NO,NO
1664,08-Jul-23,Project Management,Internal,Incomplete,East Jimmy,Angela Lewis,1,137.87,NO,NO,NO,YES,NO
1665,15-Nov-22,Project Management,Internal,Passed,Herreraland,Dr. Christina Johnson,3,999.83,NO,NO,NO,YES,NO
1666,21-Feb-23,Technical Skills,Internal,Failed,New Paula,Dr. Christina Johnson,5,597.62,NO,NO,NO,NO,YES
1667,11-Sep-22,Leadership Development,External,Completed,Munozstad,Dr. Christina Johnson,1,697.89,NO,NO,YES,NO,NO
1668,23-Jun-23,Customer Service,External,Failed,Lake Melanie,Dr. Christina Johnson,5,673.27,YES,NO,NO,NO,NO
1669,10-Jan-23,Project Management,External,Passed,Danielport,Dr. Christina Johnson,5,753.01,NO,NO,NO,YES,NO
1670,01-Feb-23,Leadership Development,Internal,Failed,Aaronstad,Dr. Christina Johnson,5,939.02,NO,NO,YES,NO,NO
1671,15-Nov-22,Customer Service,External,Passed,East Jeremy,Dr. Christina Johnson,2,680.45,YES,NO,NO,NO,NO
1672,14-Sep-22,Technical Skills,External,Completed,Jacksonmouth,Dr. Christina Johnson,3,263.8,NO,NO,NO,NO,YES
1673,04-Jan-23,Project Management,External,Incomplete,Christinashire,Dr. Christina Johnson,2,981.06,NO,NO,NO,YES,NO
1674,22-Nov-22,Customer Service,Internal,Passed,New William,Dr. Christina Johnson,1,293.55,YES,NO,NO,NO,NO
1675,07-Mar-23,Technical Skills,Internal,Failed,New Alexanderland,Dr. Christina Johnson,4,904.68,NO,NO,NO,NO,YES
