Date,DateAsInteger,Year,MonthNo,YearMonthNo,YearMonth,MonthShort,MonthLong,WeekNo,WeekDay,WeekDayShort,Quarter,YearQuarter
1983-05-03 00:00:00.000,"19830503",1983,"05","1983/05","1983/May","May","May",3,"Tuesday","Tuesday","Q2","1983/Q2"
1983-05-10 00:00:00.000,"19830510",1983,"05","1983/05","1983/May","May","May",3,"Tuesday","Tuesday","Q2","1983/Q2"
1983-05-17 00:00:00.000,"19830517",1983,"05","1983/05","1983/May","May","May",3,"Tuesday","Tuesday","Q2","1983/Q2"
1983-05-24 00:00:00.000,"19830524",1983,"05","1983/05","1983/May","May","May",3,"Tuesday","Tuesday","Q2","1983/Q2"
1983-05-31 00:00:00.000,"19830531",1983,"05","1983/05","1983/May","May","May",3,"Tuesday","Tuesday","Q2","1983/Q2"
1984-05-01 00:00:00.000,"19840501",1984,"05","1984/05","1984/May","May","May",3,"Tuesday","Tuesday","Q2","1984/Q2"
1984-05-08 00:00:00.000,"19840508",1984,"05","1984/05","1984/May","May","May",3,"Tuesday","Tuesday","Q2","1984/Q2"
1984-05-15 00:00:00.000,"19840515",1984,"05","1984/05","1984/May","May","May",3,"Tuesday","Tuesday","Q2","1984/Q2"
1984-05-22 00:00:00.000,"19840522",1984,"05","1984/05","1984/May","May","May",3,"Tuesday","Tuesday","Q2","1984/Q2"
1984-05-29 00:00:00.000,"19840529",1984,"05","1984/05","1984/May","May","May",3,"Tuesday","Tuesday","Q2","1984/Q2"
1985-05-07 00:00:00.000,"19850507",1985,"05","1985/05","1985/May","May","May",3,"Tuesday","Tuesday","Q2","1985/Q2"
1985-05-14 00:00:00.000,"19850514",1985,"05","1985/05","1985/May","May","May",3,"Tuesday","Tuesday","Q2","1985/Q2"
1985-05-21 00:00:00.000,"19850521",1985,"05","1985/05","1985/May","May","May",3,"Tuesday","Tuesday","Q2","1985/Q2"
1985-05-28 00:00:00.000,"19850528",1985,"05","1985/05","1985/May","May","May",3,"Tuesday","Tuesday","Q2","1985/Q2"
1986-05-06 00:00:00.000,"19860506",1986,"05","1986/05","1986/May","May","May",3,"Tuesday","Tuesday","Q2","1986/Q2"
1986-05-13 00:00:00.000,"19860513",1986,"05","1986/05","1986/May","May","May",3,"Tuesday","Tuesday","Q2","1986/Q2"
1986-05-20 00:00:00.000,"19860520",1986,"05","1986/05","1986/May","May","May",3,"Tuesday","Tuesday","Q2","1986/Q2"
1986-05-27 00:00:00.000,"19860527",1986,"05","1986/05","1986/May","May","May",3,"Tuesday","Tuesday","Q2","1986/Q2"
1987-05-05 00:00:00.000,"19870505",1987,"05","1987/05","1987/May","May","May",3,"Tuesday","Tuesday","Q2","1987/Q2"
1987-05-12 00:00:00.000,"19870512",1987,"05","1987/05","1987/May","May","May",3,"Tuesday","Tuesday","Q2","1987/Q2"
1987-05-19 00:00:00.000,"19870519",1987,"05","1987/05","1987/May","May","May",3,"Tuesday","Tuesday","Q2","1987/Q2"
1987-05-26 00:00:00.000,"19870526",1987,"05","1987/05","1987/May","May","May",3,"Tuesday","Tuesday","Q2","1987/Q2"
1988-05-03 00:00:00.000,"19880503",1988,"05","1988/05","1988/May","May","May",3,"Tuesday","Tuesday","Q2","1988/Q2"
1988-05-10 00:00:00.000,"19880510",1988,"05","1988/05","1988/May","May","May",3,"Tuesday","Tuesday","Q2","1988/Q2"
1988-05-17 00:00:00.000,"19880517",1988,"05","1988/05","1988/May","May","May",3,"Tuesday","Tuesday","Q2","1988/Q2"
1988-05-24 00:00:00.000,"19880524",1988,"05","1988/05","1988/May","May","May",3,"Tuesday","Tuesday","Q2","1988/Q2"
1988-05-31 00:00:00.000,"19880531",1988,"05","1988/05","1988/May","May","May",3,"Tuesday","Tuesday","Q2","1988/Q2"
1989-05-02 00:00:00.000,"19890502",1989,"05","1989/05","1989/May","May","May",3,"Tuesday","Tuesday","Q2","1989/Q2"
1989-05-09 00:00:00.000,"19890509",1989,"05","1989/05","1989/May","May","May",3,"Tuesday","Tuesday","Q2","1989/Q2"
1989-05-16 00:00:00.000,"19890516",1989,"05","1989/05","1989/May","May","May",3,"Tuesday","Tuesday","Q2","1989/Q2"
1989-05-23 00:00:00.000,"19890523",1989,"05","1989/05","1989/May","May","May",3,"Tuesday","Tuesday","Q2","1989/Q2"
1989-05-30 00:00:00.000,"19890530",1989,"05","1989/05","1989/May","May","May",3,"Tuesday","Tuesday","Q2","1989/Q2"
1990-05-01 00:00:00.000,"19900501",1990,"05","1990/05","1990/May","May","May",3,"Tuesday","Tuesday","Q2","1990/Q2"
1990-05-08 00:00:00.000,"19900508",1990,"05","1990/05","1990/May","May","May",3,"Tuesday","Tuesday","Q2","1990/Q2"
1990-05-15 00:00:00.000,"19900515",1990,"05","1990/05","1990/May","May","May",3,"Tuesday","Tuesday","Q2","1990/Q2"
1990-05-22 00:00:00.000,"19900522",1990,"05","1990/05","1990/May","May","May",3,"Tuesday","Tuesday","Q2","1990/Q2"
1990-05-29 00:00:00.000,"19900529",1990,"05","1990/05","1990/May","May","May",3,"Tuesday","Tuesday","Q2","1990/Q2"
1991-05-07 00:00:00.000,"19910507",1991,"05","1991/05","1991/May","May","May",3,"Tuesday","Tuesday","Q2","1991/Q2"
1991-05-14 00:00:00.000,"19910514",1991,"05","1991/05","1991/May","May","May",3,"Tuesday","Tuesday","Q2","1991/Q2"
1991-05-21 00:00:00.000,"19910521",1991,"05","1991/05","1991/May","May","May",3,"Tuesday","Tuesday","Q2","1991/Q2"
1991-05-28 00:00:00.000,"19910528",1991,"05","1991/05","1991/May","May","May",3,"Tuesday","Tuesday","Q2","1991/Q2"
1992-05-05 00:00:00.000,"19920505",1992,"05","1992/05","1992/May","May","May",3,"Tuesday","Tuesday","Q2","1992/Q2"
1992-05-12 00:00:00.000,"19920512",1992,"05","1992/05","1992/May","May","May",3,"Tuesday","Tuesday","Q2","1992/Q2"
1992-05-19 00:00:00.000,"19920519",1992,"05","1992/05","1992/May","May","May",3,"Tuesday","Tuesday","Q2","1992/Q2"
1992-05-26 00:00:00.000,"19920526",1992,"05","1992/05","1992/May","May","May",3,"Tuesday","Tuesday","Q2","1992/Q2"
1993-05-04 00:00:00.000,"19930504",1993,"05","1993/05","1993/May","May","May",3,"Tuesday","Tuesday","Q2","1993/Q2"
1993-05-11 00:00:00.000,"19930511",1993,"05","1993/05","1993/May","May","May",3,"Tuesday","Tuesday","Q2","1993/Q2"
1993-05-18 00:00:00.000,"19930518",1993,"05","1993/05","1993/May","May","May",3,"Tuesday","Tuesday","Q2","1993/Q2"
1993-05-25 00:00:00.000,"19930525",1993,"05","1993/05","1993/May","May","May",3,"Tuesday","Tuesday","Q2","1993/Q2"
1994-05-03 00:00:00.000,"19940503",1994,"05","1994/05","1994/May","May","May",3,"Tuesday","Tuesday","Q2","1994/Q2"
1994-05-10 00:00:00.000,"19940510",1994,"05","1994/05","1994/May","May","May",3,"Tuesday","Tuesday","Q2","1994/Q2"
1994-05-17 00:00:00.000,"19940517",1994,"05","1994/05","1994/May","May","May",3,"Tuesday","Tuesday","Q2","1994/Q2"
1994-05-24 00:00:00.000,"19940524",1994,"05","1994/05","1994/May","May","May",3,"Tuesday","Tuesday","Q2","1994/Q2"
1994-05-31 00:00:00.000,"19940531",1994,"05","1994/05","1994/May","May","May",3,"Tuesday","Tuesday","Q2","1994/Q2"
1995-05-02 00:00:00.000,"19950502",1995,"05","1995/05","1995/May","May","May",3,"Tuesday","Tuesday","Q2","1995/Q2"
1995-05-09 00:00:00.000,"19950509",1995,"05","1995/05","1995/May","May","May",3,"Tuesday","Tuesday","Q2","1995/Q2"
1995-05-16 00:00:00.000,"19950516",1995,"05","1995/05","1995/May","May","May",3,"Tuesday","Tuesday","Q2","1995/Q2"
1995-05-23 00:00:00.000,"19950523",1995,"05","1995/05","1995/May","May","May",3,"Tuesday","Tuesday","Q2","1995/Q2"
1995-05-30 00:00:00.000,"19950530",1995,"05","1995/05","1995/May","May","May",3,"Tuesday","Tuesday","Q2","1995/Q2"
1996-05-07 00:00:00.000,"19960507",1996,"05","1996/05","1996/May","May","May",3,"Tuesday","Tuesday","Q2","1996/Q2"
1996-05-14 00:00:00.000,"19960514",1996,"05","1996/05","1996/May","May","May",3,"Tuesday","Tuesday","Q2","1996/Q2"
1996-05-21 00:00:00.000,"19960521",1996,"05","1996/05","1996/May","May","May",3,"Tuesday","Tuesday","Q2","1996/Q2"
1996-05-28 00:00:00.000,"19960528",1996,"05","1996/05","1996/May","May","May",3,"Tuesday","Tuesday","Q2","1996/Q2"
1997-05-06 00:00:00.000,"19970506",1997,"05","1997/05","1997/May","May","May",3,"Tuesday","Tuesday","Q2","1997/Q2"
1997-05-13 00:00:00.000,"19970513",1997,"05","1997/05","1997/May","May","May",3,"Tuesday","Tuesday","Q2","1997/Q2"
1997-05-20 00:00:00.000,"19970520",1997,"05","1997/05","1997/May","May","May",3,"Tuesday","Tuesday","Q2","1997/Q2"
1997-05-27 00:00:00.000,"19970527",1997,"05","1997/05","1997/May","May","May",3,"Tuesday","Tuesday","Q2","1997/Q2"
1998-05-05 00:00:00.000,"19980505",1998,"05","1998/05","1998/May","May","May",3,"Tuesday","Tuesday","Q2","1998/Q2"
1998-05-12 00:00:00.000,"19980512",1998,"05","1998/05","1998/May","May","May",3,"Tuesday","Tuesday","Q2","1998/Q2"
1998-05-19 00:00:00.000,"19980519",1998,"05","1998/05","1998/May","May","May",3,"Tuesday","Tuesday","Q2","1998/Q2"
1998-05-26 00:00:00.000,"19980526",1998,"05","1998/05","1998/May","May","May",3,"Tuesday","Tuesday","Q2","1998/Q2"
1999-05-04 00:00:00.000,"19990504",1999,"05","1999/05","1999/May","May","May",3,"Tuesday","Tuesday","Q2","1999/Q2"
1999-05-11 00:00:00.000,"19990511",1999,"05","1999/05","1999/May","May","May",3,"Tuesday","Tuesday","Q2","1999/Q2"
1999-05-18 00:00:00.000,"19990518",1999,"05","1999/05","1999/May","May","May",3,"Tuesday","Tuesday","Q2","1999/Q2"
1999-05-25 00:00:00.000,"19990525",1999,"05","1999/05","1999/May","May","May",3,"Tuesday","Tuesday","Q2","1999/Q2"
2000-05-02 00:00:00.000,"20000502",2000,"05","2000/05","2000/May","May","May",3,"Tuesday","Tuesday","Q2","2000/Q2"
2000-05-09 00:00:00.000,"20000509",2000,"05","2000/05","2000/May","May","May",3,"Tuesday","Tuesday","Q2","2000/Q2"
2000-05-16 00:00:00.000,"20000516",2000,"05","2000/05","2000/May","May","May",3,"Tuesday","Tuesday","Q2","2000/Q2"
2000-05-23 00:00:00.000,"20000523",2000,"05","2000/05","2000/May","May","May",3,"Tuesday","Tuesday","Q2","2000/Q2"
2000-05-30 00:00:00.000,"20000530",2000,"05","2000/05","2000/May","May","May",3,"Tuesday","Tuesday","Q2","2000/Q2"
2001-05-01 00:00:00.000,"20010501",2001,"05","2001/05","2001/May","May","May",3,"Tuesday","Tuesday","Q2","2001/Q2"
2001-05-08 00:00:00.000,"20010508",2001,"05","2001/05","2001/May","May","May",3,"Tuesday","Tuesday","Q2","2001/Q2"
2001-05-15 00:00:00.000,"20010515",2001,"05","2001/05","2001/May","May","May",3,"Tuesday","Tuesday","Q2","2001/Q2"
2001-05-22 00:00:00.000,"20010522",2001,"05","2001/05","2001/May","May","May",3,"Tuesday","Tuesday","Q2","2001/Q2"
2001-05-29 00:00:00.000,"20010529",2001,"05","2001/05","2001/May","May","May",3,"Tuesday","Tuesday","Q2","2001/Q2"
2002-05-07 00:00:00.000,"20020507",2002,"05","2002/05","2002/May","May","May",3,"Tuesday","Tuesday","Q2","2002/Q2"
2002-05-14 00:00:00.000,"20020514",2002,"05","2002/05","2002/May","May","May",3,"Tuesday","Tuesday","Q2","2002/Q2"
2002-05-21 00:00:00.000,"20020521",2002,"05","2002/05","2002/May","May","May",3,"Tuesday","Tuesday","Q2","2002/Q2"
2002-05-28 00:00:00.000,"20020528",2002,"05","2002/05","2002/May","May","May",3,"Tuesday","Tuesday","Q2","2002/Q2"
2003-05-06 00:00:00.000,"20030506",2003,"05","2003/05","2003/May","May","May",3,"Tuesday","Tuesday","Q2","2003/Q2"
2003-05-13 00:00:00.000,"20030513",2003,"05","2003/05","2003/May","May","May",3,"Tuesday","Tuesday","Q2","2003/Q2"
2003-05-20 00:00:00.000,"20030520",2003,"05","2003/05","2003/May","May","May",3,"Tuesday","Tuesday","Q2","2003/Q2"
2003-05-27 00:00:00.000,"20030527",2003,"05","2003/05","2003/May","May","May",3,"Tuesday","Tuesday","Q2","2003/Q2"
2004-05-04 00:00:00.000,"20040504",2004,"05","2004/05","2004/May","May","May",3,"Tuesday","Tuesday","Q2","2004/Q2"
2004-05-11 00:00:00.000,"20040511",2004,"05","2004/05","2004/May","May","May",3,"Tuesday","Tuesday","Q2","2004/Q2"
2004-05-18 00:00:00.000,"20040518",2004,"05","2004/05","2004/May","May","May",3,"Tuesday","Tuesday","Q2","2004/Q2"
2004-05-25 00:00:00.000,"20040525",2004,"05","2004/05","2004/May","May","May",3,"Tuesday","Tuesday","Q2","2004/Q2"
2005-05-03 00:00:00.000,"20050503",2005,"05","2005/05","2005/May","May","May",3,"Tuesday","Tuesday","Q2","2005/Q2"
2005-05-10 00:00:00.000,"20050510",2005,"05","2005/05","2005/May","May","May",3,"Tuesday","Tuesday","Q2","2005/Q2"
2005-05-17 00:00:00.000,"20050517",2005,"05","2005/05","2005/May","May","May",3,"Tuesday","Tuesday","Q2","2005/Q2"
2005-05-24 00:00:00.000,"20050524",2005,"05","2005/05","2005/May","May","May",3,"Tuesday","Tuesday","Q2","2005/Q2"
2005-05-31 00:00:00.000,"20050531",2005,"05","2005/05","2005/May","May","May",3,"Tuesday","Tuesday","Q2","2005/Q2"
2006-05-02 00:00:00.000,"20060502",2006,"05","2006/05","2006/May","May","May",3,"Tuesday","Tuesday","Q2","2006/Q2"
2006-05-09 00:00:00.000,"20060509",2006,"05","2006/05","2006/May","May","May",3,"Tuesday","Tuesday","Q2","2006/Q2"
2006-05-16 00:00:00.000,"20060516",2006,"05","2006/05","2006/May","May","May",3,"Tuesday","Tuesday","Q2","2006/Q2"
2006-05-23 00:00:00.000,"20060523",2006,"05","2006/05","2006/May","May","May",3,"Tuesday","Tuesday","Q2","2006/Q2"
2006-05-30 00:00:00.000,"20060530",2006,"05","2006/05","2006/May","May","May",3,"Tuesday","Tuesday","Q2","2006/Q2"
2007-05-01 00:00:00.000,"20070501",2007,"05","2007/05","2007/May","May","May",3,"Tuesday","Tuesday","Q2","2007/Q2"
2007-05-08 00:00:00.000,"20070508",2007,"05","2007/05","2007/May","May","May",3,"Tuesday","Tuesday","Q2","2007/Q2"
2007-05-15 00:00:00.000,"20070515",2007,"05","2007/05","2007/May","May","May",3,"Tuesday","Tuesday","Q2","2007/Q2"
2007-05-22 00:00:00.000,"20070522",2007,"05","2007/05","2007/May","May","May",3,"Tuesday","Tuesday","Q2","2007/Q2"
2007-05-29 00:00:00.000,"20070529",2007,"05","2007/05","2007/May","May","May",3,"Tuesday","Tuesday","Q2","2007/Q2"
2008-05-06 00:00:00.000,"20080506",2008,"05","2008/05","2008/May","May","May",3,"Tuesday","Tuesday","Q2","2008/Q2"
2008-05-13 00:00:00.000,"20080513",2008,"05","2008/05","2008/May","May","May",3,"Tuesday","Tuesday","Q2","2008/Q2"
2008-05-20 00:00:00.000,"20080520",2008,"05","2008/05","2008/May","May","May",3,"Tuesday","Tuesday","Q2","2008/Q2"
2008-05-27 00:00:00.000,"20080527",2008,"05","2008/05","2008/May","May","May",3,"Tuesday","Tuesday","Q2","2008/Q2"
2009-05-05 00:00:00.000,"20090505",2009,"05","2009/05","2009/May","May","May",3,"Tuesday","Tuesday","Q2","2009/Q2"
2009-05-12 00:00:00.000,"20090512",2009,"05","2009/05","2009/May","May","May",3,"Tuesday","Tuesday","Q2","2009/Q2"
2009-05-19 00:00:00.000,"20090519",2009,"05","2009/05","2009/May","May","May",3,"Tuesday","Tuesday","Q2","2009/Q2"
2009-05-26 00:00:00.000,"20090526",2009,"05","2009/05","2009/May","May","May",3,"Tuesday","Tuesday","Q2","2009/Q2"
2010-05-04 00:00:00.000,"20100504",2010,"05","2010/05","2010/May","May","May",3,"Tuesday","Tuesday","Q2","2010/Q2"
2010-05-11 00:00:00.000,"20100511",2010,"05","2010/05","2010/May","May","May",3,"Tuesday","Tuesday","Q2","2010/Q2"
2010-05-18 00:00:00.000,"20100518",2010,"05","2010/05","2010/May","May","May",3,"Tuesday","Tuesday","Q2","2010/Q2"
2010-05-25 00:00:00.000,"20100525",2010,"05","2010/05","2010/May","May","May",3,"Tuesday","Tuesday","Q2","2010/Q2"
2011-05-03 00:00:00.000,"20110503",2011,"05","2011/05","2011/May","May","May",3,"Tuesday","Tuesday","Q2","2011/Q2"
2011-05-10 00:00:00.000,"20110510",2011,"05","2011/05","2011/May","May","May",3,"Tuesday","Tuesday","Q2","2011/Q2"
2011-05-17 00:00:00.000,"20110517",2011,"05","2011/05","2011/May","May","May",3,"Tuesday","Tuesday","Q2","2011/Q2"
2011-05-24 00:00:00.000,"20110524",2011,"05","2011/05","2011/May","May","May",3,"Tuesday","Tuesday","Q2","2011/Q2"
2011-05-31 00:00:00.000,"20110531",2011,"05","2011/05","2011/May","May","May",3,"Tuesday","Tuesday","Q2","2011/Q2"
2012-05-01 00:00:00.000,"20120501",2012,"05","2012/05","2012/May","May","May",3,"Tuesday","Tuesday","Q2","2012/Q2"
2012-05-08 00:00:00.000,"20120508",2012,"05","2012/05","2012/May","May","May",3,"Tuesday","Tuesday","Q2","2012/Q2"
2012-05-15 00:00:00.000,"20120515",2012,"05","2012/05","2012/May","May","May",3,"Tuesday","Tuesday","Q2","2012/Q2"
2012-05-22 00:00:00.000,"20120522",2012,"05","2012/05","2012/May","May","May",3,"Tuesday","Tuesday","Q2","2012/Q2"
2012-05-29 00:00:00.000,"20120529",2012,"05","2012/05","2012/May","May","May",3,"Tuesday","Tuesday","Q2","2012/Q2"
2013-05-07 00:00:00.000,"20130507",2013,"05","2013/05","2013/May","May","May",3,"Tuesday","Tuesday","Q2","2013/Q2"
2013-05-14 00:00:00.000,"20130514",2013,"05","2013/05","2013/May","May","May",3,"Tuesday","Tuesday","Q2","2013/Q2"
2013-05-21 00:00:00.000,"20130521",2013,"05","2013/05","2013/May","May","May",3,"Tuesday","Tuesday","Q2","2013/Q2"
2013-05-28 00:00:00.000,"20130528",2013,"05","2013/05","2013/May","May","May",3,"Tuesday","Tuesday","Q2","2013/Q2"
2014-05-06 00:00:00.000,"20140506",2014,"05","2014/05","2014/May","May","May",3,"Tuesday","Tuesday","Q2","2014/Q2"
2014-05-13 00:00:00.000,"20140513",2014,"05","2014/05","2014/May","May","May",3,"Tuesday","Tuesday","Q2","2014/Q2"
2014-05-20 00:00:00.000,"20140520",2014,"05","2014/05","2014/May","May","May",3,"Tuesday","Tuesday","Q2","2014/Q2"
2014-05-27 00:00:00.000,"20140527",2014,"05","2014/05","2014/May","May","May",3,"Tuesday","Tuesday","Q2","2014/Q2"
2015-05-05 00:00:00.000,"20150505",2015,"05","2015/05","2015/May","May","May",3,"Tuesday","Tuesday","Q2","2015/Q2"
2015-05-12 00:00:00.000,"20150512",2015,"05","2015/05","2015/May","May","May",3,"Tuesday","Tuesday","Q2","2015/Q2"
2015-05-19 00:00:00.000,"20150519",2015,"05","2015/05","2015/May","May","May",3,"Tuesday","Tuesday","Q2","2015/Q2"
2015-05-26 00:00:00.000,"20150526",2015,"05","2015/05","2015/May","May","May",3,"Tuesday","Tuesday","Q2","2015/Q2"
2016-05-03 00:00:00.000,"20160503",2016,"05","2016/05","2016/May","May","May",3,"Tuesday","Tuesday","Q2","2016/Q2"
2016-05-10 00:00:00.000,"20160510",2016,"05","2016/05","2016/May","May","May",3,"Tuesday","Tuesday","Q2","2016/Q2"
2016-05-17 00:00:00.000,"20160517",2016,"05","2016/05","2016/May","May","May",3,"Tuesday","Tuesday","Q2","2016/Q2"
2016-05-24 00:00:00.000,"20160524",2016,"05","2016/05","2016/May","May","May",3,"Tuesday","Tuesday","Q2","2016/Q2"
2016-05-31 00:00:00.000,"20160531",2016,"05","2016/05","2016/May","May","May",3,"Tuesday","Tuesday","Q2","2016/Q2"
2017-05-02 00:00:00.000,"20170502",2017,"05","2017/05","2017/May","May","May",3,"Tuesday","Tuesday","Q2","2017/Q2"
2017-05-09 00:00:00.000,"20170509",2017,"05","2017/05","2017/May","May","May",3,"Tuesday","Tuesday","Q2","2017/Q2"
2017-05-16 00:00:00.000,"20170516",2017,"05","2017/05","2017/May","May","May",3,"Tuesday","Tuesday","Q2","2017/Q2"
2017-05-23 00:00:00.000,"20170523",2017,"05","2017/05","2017/May","May","May",3,"Tuesday","Tuesday","Q2","2017/Q2"
2017-05-30 00:00:00.000,"20170530",2017,"05","2017/05","2017/May","May","May",3,"Tuesday","Tuesday","Q2","2017/Q2"
2018-05-01 00:00:00.000,"20180501",2018,"05","2018/05","2018/May","May","May",3,"Tuesday","Tuesday","Q2","2018/Q2"
2018-05-08 00:00:00.000,"20180508",2018,"05","2018/05","2018/May","May","May",3,"Tuesday","Tuesday","Q2","2018/Q2"
2018-05-15 00:00:00.000,"20180515",2018,"05","2018/05","2018/May","May","May",3,"Tuesday","Tuesday","Q2","2018/Q2"
2018-05-22 00:00:00.000,"20180522",2018,"05","2018/05","2018/May","May","May",3,"Tuesday","Tuesday","Q2","2018/Q2"
2018-05-29 00:00:00.000,"20180529",2018,"05","2018/05","2018/May","May","May",3,"Tuesday","Tuesday","Q2","2018/Q2"
2019-05-07 00:00:00.000,"20190507",2019,"05","2019/05","2019/May","May","May",3,"Tuesday","Tuesday","Q2","2019/Q2"
2019-05-14 00:00:00.000,"20190514",2019,"05","2019/05","2019/May","May","May",3,"Tuesday","Tuesday","Q2","2019/Q2"
2019-05-21 00:00:00.000,"20190521",2019,"05","2019/05","2019/May","May","May",3,"Tuesday","Tuesday","Q2","2019/Q2"
2019-05-28 00:00:00.000,"20190528",2019,"05","2019/05","2019/May","May","May",3,"Tuesday","Tuesday","Q2","2019/Q2"
2020-05-05 00:00:00.000,"20200505",2020,"05","2020/05","2020/May","May","May",3,"Tuesday","Tuesday","Q2","2020/Q2"
2020-05-12 00:00:00.000,"20200512",2020,"05","2020/05","2020/May","May","May",3,"Tuesday","Tuesday","Q2","2020/Q2"
2020-05-19 00:00:00.000,"20200519",2020,"05","2020/05","2020/May","May","May",3,"Tuesday","Tuesday","Q2","2020/Q2"
2020-05-26 00:00:00.000,"20200526",2020,"05","2020/05","2020/May","May","May",3,"Tuesday","Tuesday","Q2","2020/Q2"
2021-05-04 00:00:00.000,"20210504",2021,"05","2021/05","2021/May","May","May",3,"Tuesday","Tuesday","Q2","2021/Q2"
2021-05-11 00:00:00.000,"20210511",2021,"05","2021/05","2021/May","May","May",3,"Tuesday","Tuesday","Q2","2021/Q2"
2021-05-18 00:00:00.000,"20210518",2021,"05","2021/05","2021/May","May","May",3,"Tuesday","Tuesday","Q2","2021/Q2"
2021-05-25 00:00:00.000,"20210525",2021,"05","2021/05","2021/May","May","May",3,"Tuesday","Tuesday","Q2","2021/Q2"
2022-05-03 00:00:00.000,"20220503",2022,"05","2022/05","2022/May","May","May",3,"Tuesday","Tuesday","Q2","2022/Q2"
2022-05-10 00:00:00.000,"20220510",2022,"05","2022/05","2022/May","May","May",3,"Tuesday","Tuesday","Q2","2022/Q2"
2022-05-17 00:00:00.000,"20220517",2022,"05","2022/05","2022/May","May","May",3,"Tuesday","Tuesday","Q2","2022/Q2"
2022-05-24 00:00:00.000,"20220524",2022,"05","2022/05","2022/May","May","May",3,"Tuesday","Tuesday","Q2","2022/Q2"
2022-05-31 00:00:00.000,"20220531",2022,"05","2022/05","2022/May","May","May",3,"Tuesday","Tuesday","Q2","2022/Q2"
2023-05-02 00:00:00.000,"20230502",2023,"05","2023/05","2023/May","May","May",3,"Tuesday","Tuesday","Q2","2023/Q2"
2023-05-09 00:00:00.000,"20230509",2023,"05","2023/05","2023/May","May","May",3,"Tuesday","Tuesday","Q2","2023/Q2"
2023-05-16 00:00:00.000,"20230516",2023,"05","2023/05","2023/May","May","May",3,"Tuesday","Tuesday","Q2","2023/Q2"
2023-05-23 00:00:00.000,"20230523",2023,"05","2023/05","2023/May","May","May",3,"Tuesday","Tuesday","Q2","2023/Q2"
2023-05-30 00:00:00.000,"20230530",2023,"05","2023/05","2023/May","May","May",3,"Tuesday","Tuesday","Q2","2023/Q2"
2024-05-07 00:00:00.000,"20240507",2024,"05","2024/05","2024/May","May","May",3,"Tuesday","Tuesday","Q2","2024/Q2"
2024-05-14 00:00:00.000,"20240514",2024,"05","2024/05","2024/May","May","May",3,"Tuesday","Tuesday","Q2","2024/Q2"
2024-05-21 00:00:00.000,"20240521",2024,"05","2024/05","2024/May","May","May",3,"Tuesday","Tuesday","Q2","2024/Q2"
2024-05-28 00:00:00.000,"20240528",2024,"05","2024/05","2024/May","May","May",3,"Tuesday","Tuesday","Q2","2024/Q2"
2025-05-06 00:00:00.000,"20250506",2025,"05","2025/05","2025/May","May","May",3,"Tuesday","Tuesday","Q2","2025/Q2"
2025-05-13 00:00:00.000,"20250513",2025,"05","2025/05","2025/May","May","May",3,"Tuesday","Tuesday","Q2","2025/Q2"
2025-05-20 00:00:00.000,"20250520",2025,"05","2025/05","2025/May","May","May",3,"Tuesday","Tuesday","Q2","2025/Q2"
2025-05-27 00:00:00.000,"20250527",2025,"05","2025/05","2025/May","May","May",3,"Tuesday","Tuesday","Q2","2025/Q2"
1967-05-01 00:00:00.000,"19670501",1967,"05","1967/05","1967/May","May","May",2,"Monday","Monday","Q2","1967/Q2"
1967-05-08 00:00:00.000,"19670508",1967,"05","1967/05","1967/May","May","May",2,"Monday","Monday","Q2","1967/Q2"
1967-05-15 00:00:00.000,"19670515",1967,"05","1967/05","1967/May","May","May",2,"Monday","Monday","Q2","1967/Q2"
1967-05-22 00:00:00.000,"19670522",1967,"05","1967/05","1967/May","May","May",2,"Monday","Monday","Q2","1967/Q2"
1967-05-29 00:00:00.000,"19670529",1967,"05","1967/05","1967/May","May","May",2,"Monday","Monday","Q2","1967/Q2"
1968-05-06 00:00:00.000,"19680506",1968,"05","1968/05","1968/May","May","May",2,"Monday","Monday","Q2","1968/Q2"
1968-05-13 00:00:00.000,"19680513",1968,"05","1968/05","1968/May","May","May",2,"Monday","Monday","Q2","1968/Q2"
1968-05-20 00:00:00.000,"19680520",1968,"05","1968/05","1968/May","May","May",2,"Monday","Monday","Q2","1968/Q2"
1968-05-27 00:00:00.000,"19680527",1968,"05","1968/05","1968/May","May","May",2,"Monday","Monday","Q2","1968/Q2"
1969-05-05 00:00:00.000,"19690505",1969,"05","1969/05","1969/May","May","May",2,"Monday","Monday","Q2","1969/Q2"
1969-05-12 00:00:00.000,"19690512",1969,"05","1969/05","1969/May","May","May",2,"Monday","Monday","Q2","1969/Q2"
1969-05-19 00:00:00.000,"19690519",1969,"05","1969/05","1969/May","May","May",2,"Monday","Monday","Q2","1969/Q2"
1969-05-26 00:00:00.000,"19690526",1969,"05","1969/05","1969/May","May","May",2,"Monday","Monday","Q2","1969/Q2"
1970-05-04 00:00:00.000,"19700504",1970,"05","1970/05","1970/May","May","May",2,"Monday","Monday","Q2","1970/Q2"
1970-05-11 00:00:00.000,"19700511",1970,"05","1970/05","1970/May","May","May",2,"Monday","Monday","Q2","1970/Q2"
1970-05-18 00:00:00.000,"19700518",1970,"05","1970/05","1970/May","May","May",2,"Monday","Monday","Q2","1970/Q2"
1970-05-25 00:00:00.000,"19700525",1970,"05","1970/05","1970/May","May","May",2,"Monday","Monday","Q2","1970/Q2"
